,Source,Target,Amount
305,0,1,2.626222863156003707799288337008549
306,1,0,10331.61612035321106823474565871291
307,0,1,12600.14208209760637508279157531605
308,1,0,26867.82279580057912511117097605366
309,0,1,191879.2227914640321285870664219396
310,1,0,17078.75452670275138228721076654345
311,0,1,12693.85016595636922486987636021855
312,0,1,13471.22632986962205648903357056814
313,0,1,157.3026475547764997236250363390731
314,1,0,3994.72736983638477096442017122724
315,0,1,9029.56802729285642951749575537113
316,0,1,500.819032540951652774481989670315
317,0,1,6035.512314802075622773905623658385
318,1,0,494.9321062959074569500704527047208
319,1,0,52433.03893430624099932117363137785
320,0,1,7984.619519097853674540393152039835
321,1,0,119901.4069007662972264722086025979
322,0,1,21253.44877897289241164564052844801
323,0,1,3657.464556903851327114277890896422
324,0,1,6389.69408788827133033262747483226
325,0,1,54149.80403811727268535829066419285
326,0,1,43749.51532104686464419179166178695
327,1,0,5094.133152449073910294758465611385
328,1,0,103793.0812010141485887971945761205
329,0,1,3044.709211605362510374983921662287
330,1,0,127452.5124017636374412600780005959
331,0,1,9250.78174255162891106293883478067
332,1,0,7936.17858846442163356862138379989
333,0,1,2220.199307921475414522264099667584
334,1,0,5930.865375623124694631540280847905
335,0,1,4887.489548907484147456976838421922
336,0,1,2429.615982974051022558394616979768
337,0,1,260732.1229650036610395259757388457
338,0,1,1668.117421490081182420891374186235
339,0,1,1594.028032730507224589266647290138
340,0,1,12702.10251605075240318319956855751
341,0,1,320056.873495027030794708233544804
342,0,1,3464.28513670647253850103272876384
343,0,1,9546.696567212756520232054782267455
344,0,1,179592.2879424706735844704459999459
345,0,1,1170.632567950754741910376178635681
346,0,1,47864.22325307083463138146744480222
347,0,1,47211.25704533035962113546520945037
348,1,0,24960.80673264305092863038717066919
349,0,1,76574.3252479216767691790735425818
350,0,1,447983.0315127231834926916250222696
351,0,1,142920.7116417459716275048958881181
352,0,1,930.63050589227739455433651576887
353,1,0,3994.579893476651104986258446089841
354,1,0,5609.894189700789433222460898280955
355,0,1,134861.6154144870197017844902755172
356,1,0,5512.31718898160282892917579856085
357,1,0,7143.770634183693469983943722377825
358,1,0,334.1289077010976161747039125195776
359,0,1,122566.1838119486963436147626459925
360,1,0,2751.356130014586804553559874981721
361,0,1,14186.90693657019828504714397767368
362,1,0,377585.0424432108656755646132567574
363,0,1,210565.1580515000670899210775865968
364,0,1,193114.9915276576322764492747026542
365,0,1,201765.0041186857464351678640995831
366,0,1,4705.562763212319257260206629894355
367,1,0,449.0967042758625336834487423430619
368,0,1,12894.35845589544648458961489374468
369,0,1,5022.073102569132100269835187419665
370,1,0,6614.64988424920829642965098779295
371,0,1,8248.29360646016105619065633092953
372,0,1,6500.70459829990848973208724386827
373,0,1,3576.489549329676432589451290821327
374,1,0,19950.56234766421839888007294419869
375,1,0,1495.684694486841008667889523536986
376,1,0,997.0688832009649144779530767436845
377,1,0,10968.01085586680237843675064243628
378,1,0,29915.73183505997529739034377145135
379,1,0,5375.642419399329151035603044939775
380,1,0,5983.822233870003596755884185807625
381,1,0,1994.465054779414671687594612831812
382,1,0,5738.748387281188833938862656462585
383,1,0,533.530052196068975006533680433343
384,0,1,12023.12142206499890427850818247656
385,0,1,4949.303325748477582962858482585591
386,1,0,997.0689992806461078227785669716455
387,1,0,14988.73385361028806730160169125985
388,0,1,9430.56007265639088735668738811308
389,1,0,9975.580911456368460328164529953175
390,0,1,418.8489239880012621094366131990077
391,1,0,9976.066573508977559640152316165775
392,1,0,163325.7915700733912930317576656398
393,1,0,24944.19616937017715295619492927083
394,1,0,7777.51723424360132549491951656447
395,1,0,162188.9912572254859622075733491778
396,0,1,16066.78124680853318778894221823764
397,1,0,2354.48725914766121126451084462766
398,1,0,112851.3184214593905619031246888293
399,0,1,22561.95340582959915592736778207268
400,1,0,1874.201022054262698450385553590751
401,1,0,160347.5196349567258256896670080859
402,1,0,7983.170152008465924312578085899975
403,1,0,9983.60308033513271229802467790178
404,1,0,1629.449582032536824229902836524522
405,1,0,18235.39331711941183960814316929332
406,0,1,10264.89903762900874790201648867271
407,1,0,17065.22061625022398336432922307607
408,1,0,400.5107401712203158233763309041615
409,1,0,158.1952903951679169517153827000993
410,1,0,19973.02812091137623889346537925851
411,1,0,24969.13795868208399701763242503542
412,1,0,29967.67377815677994367411507707995
413,1,0,9990.29293901909494320767690978156
414,1,0,4995.290655937162187444699284162268
415,0,1,2314.477598651997819854453223107461
416,1,0,4995.418015517765015443173027874574
417,0,1,1281.365775860701291538229817277875
418,1,0,6993.82092072937877395069063721843
419,1,0,3328.266298870506723496892119395629
420,1,0,818.097989548767279502196362556915
421,0,1,328292.824347084863692608968075028
422,1,0,453472.1369934237671716188165375583
423,1,0,2014.50144621054722878712153105037
424,1,0,58957.4413637121037916460451785576
425,0,1,10031.29103062225700451918273223321
426,0,1,9593.37580015182407781692887509215
427,1,0,9183.3021022942916049973523058608
428,0,1,320351.3815295447451833650066072182
429,0,1,7964.516744706540937846594478549675
430,0,1,192442.7831914428389498336606896713
431,0,1,1562.280442935418553591969836407766
432,0,1,25015.91241610788962461289176889306
433,1,0,2494.213144168338362622417858249309
434,1,0,1995.13889998469602843487368254279
435,1,0,8491.204907346702799176979799048415
436,0,1,2249.345479059207561731400994967494
437,1,0,3738.246711442820754530395609202413
438,1,0,2386.576916112043115232300500909169
439,0,1,22944.40388880575079949534736529711
440,1,0,9990.316881471616003087792364966475
441,1,0,9990.825545998828974419888519351255
442,1,0,999.005044193304861525879105502104
443,1,0,9990.307857120830610968513781635965
444,1,0,999.0830934973285417273195897929085
445,1,0,26138.49630277977212085430643476764
446,0,1,293708.2133492816054841077073288672
447,1,0,159263.3633834542220151839640454324
448,1,0,4997.02337870184553887678751505567
449,1,0,12907.88853033508346507160179087064
450,0,1,20048.08892086964265193882912265837
451,1,0,195276.5646491384782016476722038441
452,1,0,65585.3365177279859312212564038711
453,1,0,9606.42879865957736238818558462904
454,0,1,510.2001035008434770537321650145895
455,0,1,518067.6736835598941384987512896405
456,1,0,2503.615562135813932064526052951324
457,1,0,666.979876583057720272064711261152
458,0,1,6065.01852487162633258204974836116
459,0,1,2201.812872804856218332976643826511
460,0,1,249340.7690565198384116555566711762
461,1,0,1234.312400023988539374469399648569
462,0,1,7281.59160294345838383476027503998
463,0,1,2211.831704136013622534152038489818
464,1,0,841.533125156978158572636964250648
465,0,1,81785.66505509781797153063632006725
466,0,1,234205.7699165733149811186464406432
467,1,0,4989.714680886324058722522485732577
468,0,1,170580.0879169830998602204188182515
469,1,0,498.8742557169605596004704680061969
470,0,1,26220.18480437241929342289776405302
471,0,1,142658.4400820564868135081398214193
472,0,1,1386.703328147271864303363375742284
473,0,1,335.5243545449446324951724913578806
474,0,1,17106.86085683284718937986774702358
475,1,0,29935.71203119867595871541921102455
476,1,0,24423.57762457771975980272116644706
477,0,1,9172.033516671071351572019814441415
478,0,1,13218.62753189974370971930295684857
479,1,0,7848.642041334767450479999312514615
480,0,1,25784.37205456424792479412951735973
481,0,1,1624.475591739733646593478679894451
482,0,1,334416.2800674517275111480080224296
483,1,0,9556.796935926807194455351116755895
484,0,1,3190.850023641005048169443095722364
485,1,0,514.788535045333441893758865762001
486,0,1,11443.74414034546488152120821127503
487,0,1,403.480965629193228576287372518999
488,0,1,4522.969169860246303272921500698252
489,1,0,9975.921197981430383786933491924895
490,0,1,1674.955139497414813041540945325385
491,0,1,1259.490869024545434592221983429196
492,1,0,9976.68143302374415951314669244296
493,1,0,39634.50103351568965982297900560252
494,0,1,976.731597360766390244077077871681
495,0,1,3291.793166984631214017032538941757
496,0,1,1184.044266999744522534545985004524
497,0,1,5814.758435450392647756042914924275
498,0,1,4758.143881781769260846963616979675
499,1,0,986.8300781689527324136229807781315
500,0,1,8141.14469905427126663070901810982
501,0,1,122301.7033590619604106196102374179
502,0,1,2003.498697097840500006000613096949
503,1,0,1672.26203948877180352480474355618
504,1,0,4930.478665122782519861185753433418
505,0,1,325.7761465649409873460105929307215
506,0,1,6553.70187001520966188475645634312
507,0,1,162.8925817376954890885765125792084
508,0,1,4690.543828838929813095407985377255
509,1,0,4985.96972463998141887794428296674
510,0,1,141331.2678133755446879955594343138
511,1,0,513494.3815523061993168475336521535
512,0,1,3968.323121042684314856055714186614
513,0,1,1709.143941143610645946557947808569
514,1,0,1878.880167707067932732278759845933
515,0,1,1882.639512966663899476694314433294
516,0,1,3505.539372739562132735749984137746
517,1,0,7059.19952661568349169789619076248
518,1,0,28411.10933585727866853923115994923
519,1,0,5612.883439969164623138092598190105
520,1,0,187.2463144458546363346194800302808
521,1,0,176314.5591886913647441247265896567
522,1,0,2991.288862457469093330370652410864
523,1,0,3925.097309920148340386247821681046
524,0,1,3764.105722823416935797374739917425
525,0,1,5505.890309008818717062858286728835
526,1,0,3184.682955513347661948706087654129
527,0,1,1569.428480983404457681141543016205
528,1,0,467.3587668769252902241837863228979
529,1,0,138438.493900645572873245047556523
530,1,0,50065.1470023046718678541461018935
531,1,0,11218.8782568214777059136818212249
532,1,0,6123.80395592226931329108180062347
533,1,0,3181.66410138384106832366419648168
534,1,0,1452.374329084421899347795161317632
535,0,1,3614.885924762944656505474739205034
536,0,1,30811.27569450151652202681102680431
537,1,0,998.027209204428145186696265637384
538,0,1,2644.860095592087131898284518214448
539,1,0,1623.908587490529260108958272218388
540,1,0,0.05534766708277657027670491709140545
541,1,0,0.03262337742582035847900708264137216
542,1,0,0.0235326635813958312152910897446366
543,1,0,2704.29768763175483499183676161024
544,1,0,998.7887263859648664068557513123355
545,1,0,26721.10469641445888582020681691858
546,1,0,23570.7068514414731203267473022991
547,1,0,2991.981196281453886405985272457123
548,0,1,4969.749196721870202735641489624571
549,1,0,111068.5608727507260903362970433328
550,1,0,3867.188001283037114908326823810288
551,1,0,4989.821245865618516634036718692051
552,1,0,3242.607618463918729119815899671125
553,1,0,15710.75342763517683570272215637109
554,1,0,1097.636548756196578883495479073735
555,0,1,129.3068907720057026472363484012311
556,1,0,1550.372174581781063073980080791837
557,1,0,3240.12241192928329902363852404371
558,0,1,19897.80816683856115178047723993752
559,1,0,2059.148954136040985173213537393617
560,1,0,9410.410260871604006610762286598055
561,0,1,6332.49564846250257058361069739253
562,0,1,4579.272968779539002716110713205323
563,0,1,2049.180456485472181924318155577618
564,0,1,6240.699205776255383132064519869855
565,1,0,9971.748687074750089342050532904225
566,1,0,1096.970252901890004309583238474726
567,0,1,4381.925157875873821672118128227425
568,0,1,2680.402331926084908455256960793437
569,0,1,1389.63279108481558003301816236997
570,1,0,1195.917820802552357139929191032936
571,1,0,207134.1770858895923335589099495783
572,1,0,5985.90195856609609787449423968356
573,1,0,99788.4715273907612612742571600764
574,0,1,4203.047513905186304995200396009731
575,1,0,549.218737622684368468249259226725
576,0,1,2861.94091100423509410151914538226
577,1,0,3493.598068753001079773215218875701
578,1,0,154063.0138462612223662003085544423
579,1,0,1987.422582923696882475051423503314
580,1,0,1716.221855272670262767949868799477
581,1,0,564.023088930416331417822256630384
582,1,0,2768.451457204214646319984730064047
583,1,0,999.0017204523901548000237987076185
584,1,0,235.768879276245250697929698838274
585,0,1,190303.785433992213849259040131618
586,1,0,7980.978024667529294900036665870875
587,1,0,3465.870693108639562865496073956115
588,0,1,6422.60652249102738426107358882798
589,0,1,10141.85693400803410048505890276758
590,1,0,484.9368762152120933138151615765123
591,0,1,11840.64985585105106649503308969681
592,0,1,48232.05379933805418187058819647606
593,1,0,2968.827484394686819008281351214511
594,1,0,2366.373476800397280735846386297271
595,0,1,2147.809291560725988567662634707236
596,1,0,172.859531453312151696070741332364
597,0,1,5173.210130410996192058664223961535
598,0,1,968.0530504846084760933907663084945
599,0,1,2524.107121015677066288367635387698
600,0,1,2619.612319914933739226262617023937
601,1,0,9600.70755214818593915847788370963
602,0,1,396.8986539820197519663462204170188
603,1,0,9981.52961561403754700682110072478
604,1,0,199.6362442526070460672893798547302
605,0,1,0.492895991164794541778153762456914
606,1,0,9171.46765639083987811674100849623
607,0,1,3299.169205159050920577058738663706
608,1,0,110104.3995183726404923106593876488
609,1,0,998.7373632741592436281319461189325
610,1,0,185293.5106639690453593764440747978
611,1,0,3231.697759335045510117284098453268
612,1,0,1699.472429514726114016701917241341
613,0,1,71976.4087236571610591294161599403
614,1,0,4996.700217731468165945766681851819
615,1,0,19077.27975775900678485675590062623
616,1,0,123445.1723408411274525082151866601
617,1,0,5000.479663871623226702253510628185
618,1,0,9300.137385365669928117257330403655
619,1,0,1392.926873381290322092910453445135
620,1,0,1181.810490926251461419086110074458
621,1,0,5523.78680622364055882190192439522
622,1,0,500.088550013417968912539202625783
623,1,0,6152.158632888907493646471069341405
624,1,0,25191.32772614244035624993045956998
625,0,1,8951.62201723924785335455088363433
626,1,0,216.2548285527452953222152967169169
627,1,0,2084.20920170542101788336776116029
628,1,0,1417.988795921423762258222259706323
629,1,0,2240.02589426080096547225608029446
630,0,1,1713.289723334491000306567736161653
631,1,0,20008.10772371785591768887749163473
632,0,1,2220.910954393643273444501123919405
633,0,1,2318.631185529520639139318133694826
634,1,0,9691.41541527605770547203629012685
635,0,1,1743.957676098883259841727186204218
636,1,0,10031.3853488911453354783832051518
637,1,0,1960.731339131332310487069781041906
638,1,0,12991.38264435284296891717671231254
639,1,0,3414.883605018510380637955855688931
640,1,0,43285.40878822411152793934107069812
641,0,1,472978.0715649138212480639566286649
642,1,0,393785.8535893433131988786903433554
643,1,0,10008.65045964967344350344282277961
644,1,0,15216.77580048754239575919752152057
645,0,1,471904.8276563752560072616769168981
646,1,0,1497.889034731658557054402739692006
647,1,0,2560.623899053576140241487737693909
648,0,1,10054.40945628471460667032930704169
649,0,1,128417.9491346534063162991063726122
650,0,1,32310.0897362485036045455215712238
651,0,1,5196.44031852490587271536839266844
652,1,0,1979.145373844753475581117128152561
653,1,0,1731.312795957701099610305910683784
654,1,0,274.4665421329461115399470442840133
655,0,1,197.9142215513789850146277758525169
656,0,1,151508.7348140777628783168205431774
657,0,1,444.0383334669719671981094516098398
658,0,1,11770.45629129862064756502308102927
659,0,1,1249.845363065350798598476889069317
660,1,0,2204.928903222785280469202522945718
661,1,0,255.2327998912513827402690857937065
662,1,0,1996.105447589499481117335238976874
663,0,1,242.6975939086652315509909600678929
664,1,0,9980.779014099033010228556787705455
665,1,0,1946.31472380562592079009934770092
666,0,1,514.494638515624560495401387085444
667,1,0,65386.09181416127962270352201806965
668,0,1,72042.99772424634137349585575976685
669,1,0,99.80778423934613608707179549001255
670,0,1,145.1386990067630729927160592682781
671,0,1,1001.078322424999342491299819850963
672,0,1,1413.98386480851160496090078024325
673,1,0,798.4563184672481643858362753347495
674,0,1,1592.583317644331923459629906004538
675,1,0,63332.223911008568601462010424316
676,0,1,1121.063827133454674580483627809581
677,0,1,60.0885477980339137214324210323302
678,0,1,1670.083142284743200525689304761209
679,1,0,162388.8216489624755036502936902422
680,1,0,3487.94066971384034514736892861957
681,1,0,4458.489662761037474533057234097489
682,1,0,84.93318539087456356863810500889065
683,0,1,880.345248238060721199158843387899
684,0,1,4724.353931229625949469172054997832
685,0,1,752.9685503088736905351712380443905
686,1,0,169.9682826580291979214540536666787
687,1,0,19982.44656173779151999509470890031
688,1,0,2986.796615848305976805734864313195
689,1,0,4921.133660390945896583696363533488
690,1,0,224.7903403442039018742943438446135
691,1,0,10538.95948332277396120972457940798
692,0,1,11079.72414589043092478282279818248
693,1,0,1578.667219599797929975622069404962
694,0,1,9696.67385528700766179770688038493
695,1,0,2027.032307821504101052556039885596
696,1,0,197.814095222275718242658210346617
697,1,0,738.0626822077935200881120239875625
698,0,1,9695.8199262722012552864982062646
699,0,1,16159.77919401903379685285100056805
